timestamp,bitmask,latency,ts_mode,beam_range_idx,rf_power_kv,beam_current,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,main_magnet,centering_beam,coax_a,inside_iron_a,outside_iron_a,esd_v,esd_a,fringe_a,esd_in_angle,esd_out_angle,coax_in_angle,coax_out_angle,iron_in_angle,iron_out_angle,filament_a,filament_v,arc_v,arc_a,gas_flow,gas_turns,vac1,vac2,vac3,vac4,vac5,q1a_a,q1b_a,q2a_a,q2b_a,steer40_a,steer50_a,coll_s1_l_a,coll_s1_r_a,coll_s2_l_a,coll_s2_r_a
3856031316.8937,0,10.213,labview_s,2,-4.11839330105548,0.263432781213271,6.84240990164339e-05,-0.000410544594098603,0.0,-6.84240990164339e-05,-9.12321320219119e-05,1.52053553369853e-05,-6.08214213479412e-05,0.0,3.04107106739706e-05,0.00226559794521081,0.0,-0.00296504429071214,0.00202991493748754,0.00153574088903552,0.0,0.000190066941712316,-0.0485050835249831,0.0,0.00276737467133133,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00740500804911185,0.0115028513124294,0.00168779444240537,-5.32187436794486e-05,16.0,17.0,3.58092200328139,4.0384207346606,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.9037,0,10.819,labview_s,2,1.20078211631707,0.281185033569201,-3.04107106739706e-05,-0.000357325850419155,0.0,-4.56160660109559e-05,-3.04107106739706e-05,6.84240990164339e-05,-1.52053553369853e-05,0.0,4.56160660109559e-05,0.0023796381102382,0.0,-0.00329956210812581,0.00199950422681357,0.00196149083847111,0.0,7.60267766849266e-05,-0.0484214540706297,0.0,8.36294543534192e-05,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00751144553647074,0.0113127843707171,0.00162697302105743,-0.000121642842695882,16.0,17.0,3.583453694945,4.03981202467394,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.91421,0,10.282,labview_s,2,-1.08919001349893,0.282074546856414,-1.52053553369853e-05,-0.000425749949435589,0.0,-7.60267766849266e-05,-2.2808033005478e-05,6.08214213479412e-05,3.80133883424633e-05,0.0,-7.60267766849266e-06,0.00241004882091217,0.0,-0.00319312462076692,0.00202991493748754,-0.000707049023169817,0.0,0.000159656231038346,-0.0484898781696462,0.0,0.00117081236094787,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0074582267927913,0.0112367575940321,0.00158135695504647,-0.000167258908706838,16.0,17.0,3.58189514602296,4.03944709614585,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.9242,0,10.228,labview_s,2,-0.671339246160907,0.268290892243437,-3.04107106739706e-05,-0.000402941916430111,0.0,0.0,-0.000136848198032868,2.2808033005478e-05,-7.60267766849266e-05,0.0,2.2808033005478e-05,0.00244045953158614,0.0,-0.00313230319941897,0.00203751761515603,0.00285100412568475,0.0,0.000212874974717794,-0.0485354942356571,0.0,0.00100355345224103,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00752665089180773,0.011358400436728,0.0015509462443725,-0.00011404016502739,16.0,17.0,3.58162144962689,4.03832950252858,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.93421,0,10.285,labview_s,2,2.56092395924341,0.294839442661814,-2.2808033005478e-05,-0.000440955304772574,0.0,-6.08214213479412e-05,-4.56160660109559e-05,3.04107106739706e-05,-4.56160660109559e-05,0.0,-7.60267766849266e-05,0.00238724078790669,0.0,-0.00344401298382717,0.00220477652386287,9.12321320219119e-05,0.0,0.000190066941712316,-0.0484898781696462,0.0,0.000942732030893089,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00751904821413924,0.0110847040406623,0.00142170072400813,-0.000121642842695882,16.0,17.0,3.58340047620132,4.04026818533405,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.9442,0,10.189,labview_s,2,-4.11085144480833,0.26348599995695,7.60267766849266e-05,-0.000387736561093125,0.0,-9.12321320219119e-05,-0.00011404016502739,3.04107106739706e-05,6.08214213479412e-05,0.0,2.2808033005478e-05,0.00232641936655875,0.0,-0.00305627642273405,0.00205272297049302,0.00120122307162184,0.0,0.000121642842695882,-0.0484670701366407,0.0,0.0026913478946464,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00751144553647074,0.0115104539900979,0.00163457569872592,-0.000129245520364375,16.0,17.0,3.580701525629,4.03823066771889,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.95421,0,10.266,labview_s,2,1.19591640260923,0.281215444279875,3.04107106739706e-05,-0.000395339238761618,0.0,-3.80133883424633e-05,-9.88348096904045e-05,3.04107106739706e-05,-8.36294543534192e-05,0.0,-7.60267766849266e-06,0.00236443275490122,0.0,-0.00319312462076692,0.00206032564816151,0.00184745067344372,0.0,0.000159656231038346,-0.0484974808473147,0.0,2.2808033005478e-05,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00757986963548718,0.0113127843707171,0.00159656231038346,-9.88348096904045e-05,16.0,17.0,3.58322561461494,4.03962195773222,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.9642,0,10.261,labview_s,2,-1.08666592451299,0.282082149534083,-7.60267766849266e-05,-0.000425749949435589,0.0,-4.56160660109559e-05,-0.000174861586375331,2.2808033005478e-05,0.0,0.0,-1.52053553369853e-05,0.00235683007723272,0.0,-0.00324634336444636,0.00198429887147658,6.84240990164339e-05,0.0,0.000167258908706838,-0.0485430969133256,0.0,0.00116320968327938,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00738220001610637,0.0112975790153801,0.00161937034338894,-8.36294543534192e-05,16.0,17.0,3.58178110585793,4.03927223455947,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.97421,0,10.273,labview_s,2,-0.677421388295701,0.268237673499758,0.0,-0.000342120495082169,0.0,-8.36294543534192e-05,-8.36294543534192e-05,-3.80133883424633e-05,-5.32187436794486e-05,0.0,-7.60267766849266e-06,0.00240244614324368,0.0,-0.00314750855475596,0.00204512029282452,0.00266093718397243,0.0,8.36294543534192e-05,-0.0483910433599558,0.0,0.00108718290659445,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00746582947045979,0.011419221858076,0.00153574088903552,-6.08214213479412e-05,16.0,17.0,3.58156823088321,4.03835231056159,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.9842,0,10.25,labview_s,2,2.56908923505937,0.294831839984145,4.56160660109559e-05,-0.000402941916430111,0.0,-0.000121642842695882,-7.60267766849266e-06,6.08214213479412e-05,0.0,0.0,-1.52053553369853e-05,0.00241765149858066,0.0,-0.00336798620714225,0.00216676313552041,-0.000167258908706838,0.0,0.000121642842695882,-0.0484746728143092,0.0,0.00106437487358897,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00742021340444883,0.0110618960076568,0.00143690607934511,-0.000121642842695882,16.0,17.0,3.58329403871396,4.04016174784669,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031316.99421,0,10.247,labview_s,2,-4.11342114986028,0.263463191923944,4.56160660109559e-05,-0.000410544594098603,0.0,-9.12321320219119e-05,-9.12321320219119e-05,-3.04107106739706e-05,-4.56160660109559e-05,0.0,-1.52053553369853e-05,0.00232641936655875,0.0,-0.0030030576790546,0.0020755310034985,0.00216676313552041,0.0,0.000197669619380809,-0.0484670701366407,0.0,0.00275977199366283,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00746582947045979,0.0115864807667828,0.00169539712007386,-4.56160660109559e-05,16.0,17.0,3.58057988278631,4.03824587307423,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.00421,0,9.251,labview_s,2,1.18863303740282,0.281169828213864,1.52053553369853e-05,-0.000380133883424633,0.0,-7.60267766849266e-05,-0.000106437487358897,7.60267766849266e-06,7.60267766849266e-06,0.0,4.56160660109559e-05,0.00241004882091217,0.0,-0.00323874068677787,0.00202231225981905,0.00223518723453684,0.0,0.000174861586375331,-0.0485050835249831,0.0,-7.60267766849266e-06,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00751144553647074,0.0112671683047061,0.00168019176473688,-6.84240990164339e-05,16.0,17.0,3.58325602532562,4.0396523684429,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.01324,0,10.181,labview_s,2,-1.08222596075459,0.282112560244757,-2.2808033005478e-05,-0.000410544594098603,0.0,-6.84240990164339e-05,-0.000121642842695882,9.12321320219119e-05,-3.04107106739706e-05,0.0,3.04107106739706e-05,0.00234162472189574,0.0,-0.00317791926542993,0.00199950422681357,-0.000121642842695882,0.0,0.000197669619380809,-0.0484746728143092,0.0,0.00129245520364375,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00742021340444883,0.0113127843707171,0.00166498640939989,-9.88348096904045e-05,16.0,17.0,3.58188754334529,4.03943949346818,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.02324,0,10.206,labview_s,2,-0.683974896445942,0.268146441367736,7.60267766849266e-06,-0.000349723172750662,0.0,-1.52053553369853e-05,-7.60267766849266e-05,8.36294543534192e-05,8.36294543534192e-05,0.0,7.60267766849266e-06,0.00246326756459162,0.0,-0.00311709784408199,0.00197669619380809,0.00274456663832585,0.0,0.000121642842695882,-0.0484898781696462,0.0,0.00111759361726842,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00743541875978582,0.0113279897260541,0.00158895963271497,-9.12321320219119e-05,16.0,17.0,3.58167466837057,4.0384207346606,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.03324,0,10.226,labview_s,2,2.57628897081143,0.294885058727825,-3.04107106739706e-05,-0.000349723172750662,0.0,-4.56160660109559e-05,-9.12321320219119e-05,5.32187436794486e-05,2.2808033005478e-05,0.0,6.08214213479412e-05,0.00243285685391765,0.0,-0.00342120495082169,0.00214395510251493,0.000243285685391765,0.0,0.000159656231038346,-0.0484138513929612,0.0,0.001033964162915,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00756466428015019,0.0110314852969828,0.00142170072400813,-9.88348096904045e-05,16.0,17.0,3.58351451636634,4.04041263620975,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.04324,0,10.19,labview_s,2,-4.11019761452884,0.263447986568608,-7.60267766849266e-06,-0.000334517817413677,0.0,-5.32187436794486e-05,-6.84240990164339e-05,3.04107106739706e-05,2.2808033005478e-05,0.0,-3.80133883424633e-05,0.00234162472189574,0.0,-0.00298785232371761,0.00200710690448206,0.0017562185414218,0.0,0.000182464264043824,-0.0485354942356571,0.0,0.00272175860532037,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00749624018113376,0.0115636727337773,0.00177142389675879,-0.000121642842695882,16.0,17.0,3.580701525629,4.03824587307423,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.05324,0,10.169,labview_s,2,1.18300705592813,0.281223046957543,-3.04107106739706e-05,-0.000440955304772574,0.0,-9.12321320219119e-05,-7.60267766849266e-05,6.08214213479412e-05,7.60267766849266e-06,0.0,-1.52053553369853e-05,0.00238724078790669,0.0,-0.00315511123242445,0.00194628548313412,0.0012392364599643,0.0,0.000190066941712316,-0.0485506995909941,0.0,7.60267766849266e-06,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00758747231315567,0.0112747709823746,0.0017562185414218,-0.000106437487358897,16.0,17.0,3.58327123068095,4.03960675237689,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.06324,0,10.181,labview_s,2,-1.07868311296107,0.282112560244757,-7.60267766849266e-06,-0.000402941916430111,0.0,-9.88348096904045e-05,-7.60267766849266e-06,4.56160660109559e-05,-4.56160660109559e-05,0.0,1.52053553369853e-05,0.00238724078790669,0.0,-0.00319312462076692,0.00205272297049302,0.000448557982441067,0.0,0.000121642842695882,-0.0486039183346735,0.0,0.00120882574929033,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00749624018113376,0.0113051816930486,0.00164217837639441,-3.80133883424633e-05,16.0,17.0,3.58183432460161,4.03937106936916,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.07324,0,10.178,labview_s,2,-0.688696159278076,0.268169249400741,1.52053553369853e-05,-0.000402941916430111,0.0,-9.12321320219119e-05,-0.000182464264043824,0.0,-2.2808033005478e-05,0.0,-7.60267766849266e-06,0.00235683007723272,0.0,-0.00307908445573953,0.00199950422681357,0.00264573182863544,0.0,0.000159656231038346,-0.0485202888803201,0.0,0.00111759361726842,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00749624018113376,0.0114572352464184,0.00158895963271497,-0.000152053553369853,16.0,17.0,3.58161384694922,4.03843594001594,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.08324,0,10.306,labview_s,2,2.58170967998907,0.294862250694819,-7.60267766849266e-05,-0.00037253120575614,0.0,-6.08214213479412e-05,-0.00011404016502739,7.60267766849266e-06,2.2808033005478e-05,0.0,-7.60267766849266e-06,0.00243285685391765,0.0,-0.00344401298382717,0.00221998187919986,-0.00071465170083831,0.0,7.60267766849266e-05,-0.0485735076239996,0.0,0.00101875880757802,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00758747231315567,0.0111227174290048,0.00142170072400813,-0.000152053553369853,16.0,17.0,3.58346890030033,4.04025297997871,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.09324,0,10.216,labview_s,2,-4.10971104315806,0.263516410667624,6.08214213479412e-05,-0.00037253120575614,0.0,-3.80133883424633e-05,-6.08214213479412e-05,4.56160660109559e-05,7.60267766849266e-06,0.0,0.000106437487358897,0.00235683007723272,0.0,-0.00298785232371761,0.00204512029282452,0.00226559794521081,0.0,0.000136848198032868,-0.0484670701366407,0.0,0.00269895057231489,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00740500804911185,0.0116092887997883,0.00169539712007386,-9.88348096904045e-05,16.0,17.0,3.58068632027367,4.0382534757519,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.10324,0,10.266,labview_s,2,1.17680327095064,0.281162225536195,-7.60267766849266e-06,-0.000425749949435589,0.0,-6.84240990164339e-05,-0.000121642842695882,2.2808033005478e-05,-3.04107106739706e-05,0.0,-7.60267766849266e-06,0.00244045953158614,0.0,-0.00323113800910938,0.00202231225981905,0.0012392364599643,0.0,7.60267766849266e-05,-0.0485963156570051,0.0,6.84240990164339e-05,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00753425356947622,0.0112519629493691,0.0016573837317314,-0.000129245520364375,16.0,17.0,3.5833092440693,4.03969038183124,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.11327,0,10.177,labview_s,2,-1.07399986351728,0.282158176310768,0.0,-0.000288901751402721,0.0,-6.08214213479412e-05,-0.000106437487358897,6.08214213479412e-05,0.0,0.0,0.0,0.00236443275490122,0.0,-0.00321593265377239,0.00200710690448206,-0.000136848198032868,0.0,6.08214213479412e-05,-0.0484366594259667,0.0,0.00122403110462732,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00744302143745431,0.0112747709823746,0.00154334356670401,-0.000129245520364375,16.0,17.0,3.58202439154332,4.03948510953419,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.12327,0,10.185,labview_s,2,-0.690300324266128,0.268199660111415,3.80133883424633e-05,-0.000418147271767096,0.0,-4.56160660109559e-05,-0.000121642842695882,2.2808033005478e-05,-9.88348096904045e-05,0.0,4.56160660109559e-05,0.00239484346557519,0.0,-0.00322353533144089,0.00204512029282452,0.0025849104072875,0.0,0.000197669619380809,-0.048626726367679,0.0,0.00107958022892596,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0075570616024817,0.011373605792065,0.00155854892204099,-0.000182464264043824,16.0,17.0,3.58165186033756,4.03840552930527,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.13327,0,10.264,labview_s,2,2.58884859431978,0.294862250694819,1.52053553369853e-05,-0.000364928528087647,0.0,-1.52053553369853e-05,-0.000121642842695882,7.60267766849266e-06,-3.80133883424633e-05,0.0,-4.56160660109559e-05,0.00244806220925463,0.0,-0.00339839691781622,0.00221237920153136,-0.000220477652386287,0.0,8.36294543534192e-05,-0.048611521012342,0.0,0.00101115612990952,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00751904821413924,0.0111911415280212,0.00152053553369853,-0.000182464264043824,16.0,17.0,3.58351451636634,4.04030619872239,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.14327,0,10.173,labview_s,2,-4.10699688723041,0.263660861543325,-7.60267766849266e-06,-0.000380133883424633,0.0,-0.000167258908706838,-0.00011404016502739,3.80133883424633e-05,-6.08214213479412e-05,0.0,-3.80133883424633e-05,0.00237203543256971,0.0,-0.00301066035672309,0.00200710690448206,0.00214395510251493,0.0,0.000121642842695882,-0.0485735076239996,0.0,0.0027977853820053,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00733658395009541,0.0115332620231034,0.00174101318608482,-0.000212874974717794,16.0,17.0,3.58083077114937,4.03828388646257,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.15327,0,10.236,labview_s,2,1.1717931063671,0.281093801437179,6.08214213479412e-05,-0.000410544594098603,0.0,-0.00011404016502739,-3.80133883424633e-05,7.60267766849266e-05,9.88348096904045e-05,0.0,7.60267766849266e-06,0.00237203543256971,0.0,-0.00320072729843541,0.00195388816080261,0.000988348096904045,0.0,0.000129245520364375,-0.0485278915579886,0.0,0.000106437487358897,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00754945892481321,0.0112823736600431,0.00168779444240537,-0.000190066941712316,16.0,17.0,3.58336246281297,4.03962195773222,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.16327,0,10.192,labview_s,2,-1.07014530593936,0.282234203087453,5.32187436794486e-05,-0.000456160660109559,0.0,-6.84240990164339e-05,-0.000152053553369853,6.84240990164339e-05,-3.04107106739706e-05,0.0,3.80133883424633e-05,0.00241765149858066,0.0,-0.00319312462076692,0.00206032564816151,0.000737459733843788,0.0,0.00014445087570136,-0.0484822754919777,0.0,0.00115560700561088,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.00739740537144335,0.0113279897260541,0.00154334356670401,-0.000106437487358897,16.0,17.0,3.5819331594113,4.03943949346818,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3856031317.17327,0,10.206,labview_s,2,-0.6990662116179,0.268062811913383,2.2808033005478e-05,-0.000334517817413677,0.0,-4.56160660109559e-05,-9.12321320219119e-05,-7.60267766849266e-05,5.32187436794486e-05,0.0,6.08214213479412e-05,0.00244045953158614,0.0,-0.00312470052175048,0.00209833903650397,0.00277497734899982,0.0,0.00014445087570136,-0.0485202888803201,0.0,0.00110238826193144,0.0,0.0,0.0,0.0,0.0,10.0,11.0,0.0074582267927913,0.011404016502739,0.00157375427737798,-6.08214213479412e-05,16.0,17.0,3.5816670656929,4.03835991323925,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
